repo,issue_number,comment_id,clean_comment,comment_created_at,comment_author_login,comment_author_type,author_association,is_solution_comment,primary_label
pytorch/pytorch,173312,3800101801,root cause of these sha256 missing is in our promotion script. aws copy command: [url] even thought it includes [inline code] its failing to copy the metadata in some cases. i am working on a fix currently to add sha256 recompute step after the file promotion,2026-01-26 15:14:05+00:00,atalman,User,CONTRIBUTOR,1,high priority
pytorch/pytorch,173312,3800208865,created [url] to address these issues.,2026-01-26 15:30:42+00:00,atalman,User,CONTRIBUTOR,0,high priority
pytorch/pytorch,173312,3800710105,"imo it would be good to do 3 things: - add line item to the release runbook that validates all published binaries have checksum (for example by running something as simple as [inline code] which immediately identifies 21 wheels that do not have one right now) - if [inline code] is not copying metadata despite being requested to do so, we should file a support request with aws - run [inline code] from [url] which will attach the checksum to all wheels published in the release folder)",2026-01-26 17:12:19+00:00,malfet,User,CONTRIBUTOR,0,high priority
pytorch/pytorch,173312,3800797295,"creating an issue for amazon. as per [url] should be working : --metadata-directive (string) also tried [inline code] specifies whether the metadata is copied from the source object or replaced with metadata that’s provided in the request. when copying an object, you can preserve all metadata (the default) or specify new metadata. if this header isn’t specified, copy is the default behavior.",2026-01-26 17:32:25+00:00,atalman,User,CONTRIBUTOR,0,high priority
pytorch/pytorch,173312,3800878488,"updated metadata for torch, torchvision and torchaudio. result of the script: for index in cu126 cu128 cu130 xpu rocm7.1 rocm7.0 rocm6.4 ; do echo ""index $index:"" ; curl -s "" [url] \ | grep -op '",2026-01-26 17:51:39+00:00,atalman,User,CONTRIBUTOR,0,high priority
pytorch/pytorch,173312,3801693003,thank you for fixing it 🥇,2026-01-26 20:50:21+00:00,ladaapp,User,NONE,0,high priority
pytorch/pytorch,173310,3800593958,"i don't think there is an oncall visualization to be fair, should we move it to [inline code] ?",2026-01-26 16:48:09+00:00,malfet,User,CONTRIBUTOR,0,triage review
pytorch/pytorch,173310,3803279387,i also found this problem,2026-01-27 06:02:06+00:00,jing-4369,User,NONE,0,triage review
pytorch/pytorch,173310,3808207067,-4369 -1225 please try [url] and let me know if it works for you,2026-01-28 00:07:19+00:00,sraikund16,User,CONTRIBUTOR,0,triage review
pytorch/pytorch,173310,3815823417,thanks for the quick fix! i've tested the changes in pr and can confirm that the zoom functionality is working correctly now.,2026-01-29 06:52:45+00:00,dabaguai-1225,User,NONE,1,triage review
pytorch/pytorch,173231,3803016033,read the issue and suggest a fix,2026-01-27 04:17:06+00:00,yushangdi,User,CONTRIBUTOR,1,triaged
pytorch/pytorch,173231,3803176916,cc because i do remember you made some fixes to improve graph break messages with ctx managers.,2026-01-27 05:21:25+00:00,anijain2305,User,CONTRIBUTOR,1,triaged
pytorch/pytorch,173231,3806097907,cc this seems to have to do more with passing exn info through generators (since [inline code] is a generator).,2026-01-27 16:12:36+00:00,williamwen42,User,MEMBER,0,triaged
pytorch/pytorch,173231,3806722407,we can raise typeerror directly in [url] which dynamo will capture later on and graph break with the correct traceback,2026-01-27 18:10:34+00:00,guilhermeleobas,User,COLLABORATOR,0,triaged
pytorch/pytorch,173231,3824334703,fixed in [url] the new error message is: [code block],2026-01-30 15:32:17+00:00,guilhermeleobas,User,COLLABORATOR,1,triaged
pytorch/pytorch,173200,3793586149,"udowodnię bo ja zrobiłam testy na atari od 18 stycznia trwały do wczoraj użyłam colab , jupiter oraz prawdziwe środowisko nie symulacja pt., 23 sty 2026, 20:22 użytkownik pytorch-bot[bot] < @ . napisał: pytorch-bot[bot] left a comment (pytorch/pytorch) hello there! from the disabled prefix in this issue title, it looks like you are attempting to disable a test in pytorch ci. the information i have parsed is below: - test name: test div by sparse error mps ( main .testsparsemps) - platforms for which to skip the test: linux, mac, macos, rocm, win - disabled by sysia48 warning! in the parsing process, i received these invalid inputs as platforms for which the test will be disabled: valid labels are: asan, windows. . these could be typos or platforms we do not yet support test disabling. please verify the platform list above and modify your issue body if needed. error! you (sysia48) don't have permission to disable test div by sparse error mps ( main .testsparsemps) on linux, mac, macos, rocm, win. — reply to this email directly, view it on github , or unsubscribe . you are receiving this because you authored the thread.message id: @ .",2026-01-24 02:47:17+00:00,sysia48,User,NONE,0,skipped
pytorch/pytorch,173176,3790604268,cc thoughts ?,2026-01-23 14:53:59+00:00,eellison,User,CONTRIBUTOR,0,triaged
pytorch/pytorch,173176,3791914918,"me, , and have talked about this a lot and it has changed over time: 1. sdpa math originally started by respecting the regular composite casting rules. 2. then we added [inline code] ([attention.cpp l866-l883]( [url] this was to more closely reflect what is happening inside the fused kernels by upcasting to fp32. however this is not perfect since the multiplications inside the kernels are not [inline code] — rather [inline code] . the main invariant we want is that the softmax scores are in fp32, so for flex-attention we cast up before the matmul so that the output doesn't get cast down (which is the default for [inline code] in pytorch). the [inline code] impls goal is to be a faithful replication of the kernel, not necessarily the highest possible precision (this we have gone back and forth on). so like flash attention, we cast p back to input dtype ([flash fwd kernel.h l346-347]( [url] prior to doing the final matmul. precision flow comparison: | stage | flash attention | flex attention math | | q @ k^t | fp16 inputs → fp32 acc | fp32 @ fp32 → fp32 | | softmax | fp32 | fp32 | | p (attn weights) | cast to query.dtype | cast to query.dtype | | p @ v | fp16 inputs → fp32 acc | input dtype @ input dtype | | output | cast to query.dtype | query.dtype |",2026-01-23 19:18:02+00:00,drisspg,User,CONTRIBUTOR,0,triaged
pytorch/pytorch,173176,3804799609,"i think i get my bug/issue now (to be 100% confirmed still..) in these tests, we're comparing different attention backends against one another: math, sdpa, flex at fp16 but under-the-hood all these implementations, although you give them fp16 as input, they do the matmul accumulation at fp32 precision.. so they end up testing just that: is the matmul done internally at fp32 precision?",2026-01-27 11:59:15+00:00,AmdSampsa,User,COLLABORATOR,0,triaged
pytorch/pytorch,173172,3789776652,same error. fix please,2026-01-23 11:16:43+00:00,isayoften,User,NONE,1,triaged
pytorch/pytorch,173172,3789996757,"i can reproduce this issue on pytorch 2.10.0. the [inline code] handle is not properly traced inside a [inline code] ’d function: eager execution returns a valid handle, while the compiled version either fails or produces an incorrect constant value. hypothesis on root cause: 1. non-tensor object: the stream handle ( [inline code] ) is a python integer / [inline code] , not a [inline code] . dynamo is primarily designed to trace tensor-based computations, so this value may be treated as unsupported or incorrectly constant-folded. 2. runtime state dependency: the handle depends on the current cuda runtime state. during tracing, dynamo may assume it is invariant and fold it as a constant, or trigger a graph break with undefined behavior. 3. regression: this behavior worked in pytorch 2.9.1, so this appears to be a regression in how [inline code] or the [inline code] property is intercepted by the compilation pipeline. suggested workaround (if acceptable for the use case): - query the cuda stream outside the compiled region, and keep [inline code] limited to tensor operations. - alternatively, explicitly isolate the stream query behind a graph break so it executes eagerly. example workarounds: python workaround 1: query outside the compiled function current stream handle = torch.cuda.current stream().cuda stream .compile def f(x): x = x + 1 return x workaround 2: isolate the stream query via a graph break class streamquerymodule(torch.nn.module): def forward(self, x): stream handle = torch.cuda.current stream().cuda stream eager x = x + 1 return stream handle, x i’m happy to provide additional debugging output (e.g., torch logs=""+dynamo"") if that would help pinpoint where the incorrect constant or failure is introduced.",2026-01-23 12:21:46+00:00,red1239109-cmd,User,NONE,1,triaged
pytorch/pytorch,173172,3792281958,cc,2026-01-23 20:32:41+00:00,ngimel,User,COLLABORATOR,0,triaged
pytorch/pytorch,173172,3795608466,"hi all, i will take a look at this. i'm curious what you were using streams in your code when we don't respect these in torch.compile? i've been working on a larger project to get torch.compile to respect stream assignments as well so this will get fixed.",2026-01-24 21:53:50+00:00,mlazos,User,CONTRIBUTOR,1,triaged
pytorch/pytorch,173172,3795936730,"the reason i query the current stream handle is to pass it into a custom cuda op / external library call that launches kernels on the caller’s current stream. in eager mode we rely on “current stream” semantics to ensure correct ordering with surrounding pytorch ops. with torch.compile, i understand stream semantics are currently not fully respected, but this regression is problematic because the handle is either constant-folded or not traced correctly. for now i can move the stream query outside the compiled region, but it would be great if the compiled path preserved the correct runtime stream handle.",2026-01-25 04:12:39+00:00,red1239109-cmd,User,NONE,0,triaged
pytorch/pytorch,173172,3795989860,"thanks for the context, i will make sure my fix handles this case as well.",2026-01-25 04:59:38+00:00,mlazos,User,CONTRIBUTOR,1,triaged
pytorch/pytorch,173172,4077290496,this is fixed by [url],2026-03-17 18:54:21+00:00,mlazos,User,CONTRIBUTOR,1,triaged
pytorch/pytorch,173171,3791536786,any reason why you are still using 2.4? it works fine for me with 2.10 release and prints expected [inline code],2026-01-23 17:58:56+00:00,malfet,User,CONTRIBUTOR,0,needs reproduction
pytorch/pytorch,173171,3792326727,"i'm pretty sure it also worked on 2.4. closing, reopen if it repros on the latest pytorch for you",2026-01-23 20:43:14+00:00,ngimel,User,COLLABORATOR,0,needs reproduction
pytorch/pytorch,173165,3789499240,can i take up this issue,2026-01-23 10:12:38+00:00,theap06,User,NONE,0,module: binaries
pytorch/pytorch,173165,3790796328,"this is resolved, updated [url]",2026-01-23 15:28:40+00:00,atalman,User,CONTRIBUTOR,1,module: binaries
pytorch/pytorch,173165,3792017246,"-p just curious, how you planned to work on it? (i.e. this infra is not public for security reasons, and therefore could be amended only by releng team members)",2026-01-23 19:35:58+00:00,malfet,User,CONTRIBUTOR,0,module: binaries
pytorch/pytorch,173157,3798548458,"this behavior is kinda expected given the current implementation, since each rank computes a starting offset based on its shard's position. a workaround would be to generate random number on a particular rank and then redistribute. is there any better way to handle this than documenting and maybe a warning? -si repro code: [code block]",2026-01-26 09:08:24+00:00,arkadip-maitra,User,COLLABORATOR,1,oncall: distributed
